machine_id,timestamp,temp_c,rpm,vibration,failure
M023,2024-03-07T10:55:00,51.37,83.89,30.53,0
M057,2024-03-07T11:00:00,50.07,82.8,28.95,0
M051,2024-03-07T11:05:00,49.56,88.06,31.47,0
M040,2024-03-07T11:10:00,54.34,80.15,28.59,0
M004,2024-03-07T11:15:00,52.64,87.9,29.06,0
M011,2024-03-07T11:20:00,58.19,83.32,30.55,0
M016,2024-03-07T11:25:00,50.54,82.29,32.64,0
M038,2024-03-07T11:30:00,50.6,72.48,31.34,0
M011,2024-03-07T11:35:00,56.67,87.85,30.26,0
M005,2024-03-07T11:40:00,53.61,82.52,29.91,0
M058,2024-03-07T11:45:00,53.83,84.64,27.77,0
M011,2024-03-07T11:50:00,55.78,75.3,31.6,0
M036,2024-03-07T11:55:00,56.74,86.86,27.73,0
M030,2024-03-07T12:00:00,53.31,80.28,31.92,0
M014,2024-03-07T12:05:00,52.71,89.87,27.42,0
M037,2024-03-07T12:10:00,52.12,77.37,30.0,0
M041,2024-03-07T12:15:00,51.55,85.17,31.96,0
M009,2024-03-07T12:20:00,55.86,75.95,31.77,0
M006,2024-03-07T12:25:00,51.84,84.27,30.02,0
M027,2024-03-07T12:30:00,52.01,80.18,32.07,0
M005,2024-03-07T12:35:00,49.9,85.19,35.88,0
M033,2024-03-07T12:40:00,53.39,82.45,29.67,0
M017,2024-03-07T12:45:00,54.32,81.54,29.65,0
M009,2024-03-07T12:50:00,56.73,76.11,30.79,0
M015,2024-03-07T12:55:00,49.65,78.8,30.17,0
M003,2024-03-07T13:00:00,52.59,76.76,30.43,0
M047,2024-03-07T13:05:00,51.84,84.8,30.59,0
M048,2024-03-07T13:10:00,56.27,73.39,28.33,0
M047,2024-03-07T13:15:00,56.22,77.22,29.73,0
M009,2024-03-07T13:20:00,50.69,74.15,30.09,0
M025,2024-03-07T13:25:00,52.86,78.41,34.13,0
M045,2024-03-07T13:30:00,55.47,74.55,24.54,0
M056,2024-03-07T13:35:00,54.85,75.05,28.49,0
M027,2024-03-07T13:40:00,50.97,76.4,29.42,0
M057,2024-03-07T13:45:00,55.78,68.13,27.91,0
M011,2024-03-07T13:50:00,58.56,86.05,25.42,0
M036,2024-03-07T13:55:00,51.02,78.33,29.07,0
M022,2024-03-07T14:00:00,50.19,85.12,29.03,0
M004,2024-03-07T14:05:00,49.43,70.92,31.28,0
M001,2024-03-07T14:10:00,52.96,85.41,29.48,0
M029,2024-03-07T14:15:00,52.36,74.56,28.46,0
M040,2024-03-07T14:20:00,56.6,77.26,28.32,0
M029,2024-03-07T14:25:00,53.14,80.38,30.09,0
M018,2024-03-07T14:30:00,52.67,81.21,32.05,0
M018,2024-03-07T14:35:00,59.02,77.46,31.18,0
M000,2024-03-07T14:40:00,56.79,85.81,33.81,0
M015,2024-03-07T14:45:00,47.35,80.21,30.15,0
M024,2024-03-07T14:50:00,54.14,84.96,29.81,0
M044,2024-03-07T14:55:00,51.08,77.26,29.36,0
M018,2024-03-07T15:00:00,50.95,76.2,30.08,0
M056,2024-03-07T15:05:00,55.68,81.25,28.07,0
M030,2024-03-07T15:10:00,49.86,77.21,31.71,0
M009,2024-03-07T15:15:00,47.31,85.41,29.07,0
M018,2024-03-07T15:20:00,52.14,72.32,32.18,0
M000,2024-03-07T15:25:00,55.78,78.16,30.62,0
M023,2024-03-07T15:30:00,50.44,88.73,31.3,0
M011,2024-03-07T15:35:00,50.42,80.86,27.91,0
M055,2024-03-07T15:40:00,51.94,79.48,30.25,0
M020,2024-03-07T15:45:00,52.54,88.41,32.66,0
M035,2024-03-07T15:50:00,56.61,79.73,30.06,0
M014,2024-03-07T15:55:00,52.95,80.8,27.34,0
M045,2024-03-07T16:00:00,50.76,81.08,33.88,0
M051,2024-03-07T16:05:00,54.66,80.79,29.27,0
M017,2024-03-07T16:10:00,53.88,77.94,28.85,0
M026,2024-03-07T16:15:00,49.43,77.76,28.94,0
M013,2024-03-07T16:20:00,50.99,75.34,31.49,0
M032,2024-03-07T16:25:00,52.16,71.82,27.85,0
M032,2024-03-07T16:30:00,50.54,84.22,33.34,0
M018,2024-03-07T16:35:00,54.6,78.17,32.48,0
M054,2024-03-07T16:40:00,57.8,81.51,30.89,0
M048,2024-03-07T16:45:00,55.61,74.21,29.1,0
M012,2024-03-07T16:50:00,56.9,89.97,27.64,0
M008,2024-03-07T16:55:00,52.73,80.35,31.8,0
M054,2024-03-07T17:00:00,51.64,79.46,28.29,0
M026,2024-03-07T17:05:00,55.24,84.46,31.26,0
M013,2024-03-07T17:10:00,55.3,78.19,31.37,0
M024,2024-03-07T17:15:00,51.3,75.9,30.81,0
M022,2024-03-07T17:20:00,56.3,72.5,28.08,0
M024,2024-03-07T17:25:00,52.39,85.36,29.29,0
M023,2024-03-07T17:30:00,50.83,73.18,33.48,0
M051,2024-03-07T17:35:00,51.21,86.51,30.67,0
M000,2024-03-07T17:40:00,56.32,80.37,28.79,0
M003,2024-03-07T17:45:00,52.23,86.77,27.44,0
M034,2024-03-07T17:50:00,54.5,77.21,29.52,0
M049,2024-03-07T17:55:00,50.63,83.2,28.93,0
M012,2024-03-07T18:00:00,51.96,76.68,31.7,0
M017,2024-03-07T18:05:00,50.93,73.71,29.13,0
M017,2024-03-07T18:10:00,55.66,77.92,30.56,0
M051,2024-03-07T18:15:00,53.19,87.98,29.01,0
M045,2024-03-07T18:20:00,51.75,77.93,25.16,0
M046,2024-03-07T18:25:00,53.35,83.6,32.21,0
M025,2024-03-07T18:30:00,54.74,82.06,26.53,0
M042,2024-03-07T18:35:00,50.65,85.49,28.71,0
M000,2024-03-07T18:40:00,56.22,84.09,29.43,0
M041,2024-03-07T18:45:00,50.61,81.39,31.69,0
M008,2024-03-07T18:50:00,53.28,81.4,30.62,0
M001,2024-03-07T18:55:00,54.63,80.11,28.67,0
M048,2024-03-07T19:00:00,53.89,86.33,28.37,0
M053,2024-03-07T19:05:00,47.73,73.89,30.36,0
M048,2024-03-07T19:10:00,58.76,71.29,31.85,0
M020,2024-03-07T19:15:00,59.24,85.81,29.27,0
M044,2024-03-07T19:20:00,56.66,70.21,30.65,0
M013,2024-03-07T19:25:00,57.67,91.57,28.94,0
M026,2024-03-07T19:30:00,52.6,85.29,28.71,0
M044,2024-03-07T19:35:00,49.49,84.81,30.56,0
M017,2024-03-07T19:40:00,51.94,89.69,29.47,0
M029,2024-03-07T19:45:00,56.0,72.14,31.97,0
M004,2024-03-07T19:50:00,52.2,65.86,31.53,0
M013,2024-03-07T19:55:00,50.13,74.77,28.22,0
M008,2024-03-07T20:00:00,57.9,82.06,29.55,0
M019,2024-03-07T20:05:00,62.77,90.95,30.04,0
M023,2024-03-07T20:10:00,53.45,81.56,32.46,0
M000,2024-03-07T20:15:00,59.17,79.85,27.47,0
M036,2024-03-07T20:20:00,55.13,87.16,27.63,0
M053,2024-03-07T20:25:00,52.22,82.4,33.42,0
M054,2024-03-07T20:30:00,51.56,87.1,28.38,0
M025,2024-03-07T20:35:00,55.22,83.58,29.84,0
M007,2024-03-07T20:40:00,59.84,77.44,30.19,0
M002,2024-03-07T20:45:00,55.31,74.17,29.0,0
M055,2024-03-07T20:50:00,53.44,78.24,32.1,0
M046,2024-03-07T20:55:00,53.76,83.41,26.66,0
M001,2024-03-07T21:00:00,55.05,80.33,28.0,0
M016,2024-03-07T21:05:00,51.94,73.99,31.22,0
M045,2024-03-07T21:10:00,60.73,73.42,29.96,0
M036,2024-03-07T21:15:00,53.06,81.29,29.76,0
M000,2024-03-07T21:20:00,54.93,77.94,31.61,0
M032,2024-03-07T21:25:00,51.57,80.51,26.66,0
M007,2024-03-07T21:30:00,53.19,79.81,29.97,0
M051,2024-03-07T21:35:00,58.59,80.87,29.29,0
M011,2024-03-07T21:40:00,49.53,74.79,31.66,0
M000,2024-03-07T21:45:00,51.45,78.2,29.35,0
M043,2024-03-07T21:50:00,55.69,78.02,31.34,0
M023,2024-03-07T21:55:00,56.75,81.12,30.28,0
M037,2024-03-07T22:00:00,52.69,85.49,28.72,0
M020,2024-03-07T22:05:00,56.88,83.44,29.44,0
M017,2024-03-07T22:10:00,53.84,87.92,29.39,0
M014,2024-03-07T22:15:00,54.21,85.06,31.42,0
M026,2024-03-07T22:20:00,53.54,77.2,30.78,0
M057,2024-03-07T22:25:00,50.48,83.22,26.38,0
M041,2024-03-07T22:30:00,57.8,86.98,28.71,0
M052,2024-03-07T22:35:00,57.15,77.58,30.38,0
M046,2024-03-07T22:40:00,50.19,77.31,31.55,0
M025,2024-03-07T22:45:00,46.46,81.08,29.18,0
M057,2024-03-07T22:50:00,46.4,84.69,30.89,0
M051,2024-03-07T22:55:00,47.37,76.36,29.5,0
M000,2024-03-07T23:00:00,53.92,78.12,28.91,0
M041,2024-03-07T23:05:00,50.35,79.99,33.93,0
M048,2024-03-07T23:10:00,47.66,70.88,27.56,0
M012,2024-03-07T23:15:00,49.78,80.32,30.71,0
M023,2024-03-07T23:20:00,47.42,73.05,28.64,0
M041,2024-03-07T23:25:00,50.0,87.63,27.41,0
M045,2024-03-07T23:30:00,45.47,75.71,29.3,0
M020,2024-03-07T23:35:00,49.68,83.88,32.68,0
M029,2024-03-07T23:40:00,48.33,92.71,27.63,0
M023,2024-03-07T23:45:00,46.85,72.91,29.94,0
M003,2024-03-07T23:50:00,54.33,84.09,31.44,0
M042,2024-03-07T23:55:00,50.97,86.33,29.59,0
M047,2024-03-08T00:00:00,53.2,85.14,27.43,0
M036,2024-03-08T00:05:00,51.44,78.12,29.23,0
M024,2024-03-08T00:10:00,48.15,74.1,29.15,0
M054,2024-03-08T00:15:00,50.99,87.6,28.63,0
M001,2024-03-08T00:20:00,46.55,73.88,30.01,0
M010,2024-03-08T00:25:00,59.97,78.17,26.67,0
M057,2024-03-08T00:30:00,51.16,84.57,26.43,0
M009,2024-03-08T00:35:00,56.29,83.56,27.92,0
M006,2024-03-08T00:40:00,46.44,78.71,26.98,0
M034,2024-03-08T00:45:00,49.0,82.98,32.09,0
M016,2024-03-08T00:50:00,47.55,75.05,29.56,0
M033,2024-03-08T00:55:00,50.36,74.77,30.63,0
M034,2024-03-08T01:00:00,50.64,75.82,32.73,0
M001,2024-03-08T01:05:00,57.4,72.61,29.65,0
M018,2024-03-08T01:10:00,52.07,83.55,31.0,0
M016,2024-03-08T01:15:00,51.75,81.01,30.1,0
M049,2024-03-08T01:20:00,49.69,87.83,30.33,0
M051,2024-03-08T01:25:00,53.07,83.72,32.43,0
M020,2024-03-08T01:30:00,51.49,78.01,31.24,0
M020,2024-03-08T01:35:00,45.56,81.78,27.26,0
M007,2024-03-08T01:40:00,52.5,75.7,27.41,0
M007,2024-03-08T01:45:00,50.5,83.08,28.18,0
M037,2024-03-08T01:50:00,50.45,77.13,31.08,0
M025,2024-03-08T01:55:00,54.02,90.38,32.18,0
M007,2024-03-08T02:00:00,43.2,79.33,28.53,0
M027,2024-03-08T02:05:00,52.75,79.28,30.11,0
M017,2024-03-08T02:10:00,52.08,82.12,31.53,0
M027,2024-03-08T02:15:00,46.6,74.65,30.43,0
M030,2024-03-08T02:20:00,54.34,76.59,30.88,0
M040,2024-03-08T02:25:00,52.59,81.47,29.93,0
M017,2024-03-08T02:30:00,54.18,80.44,28.3,0
M001,2024-03-08T02:35:00,52.39,71.85,32.02,0
M002,2024-03-08T02:40:00,53.85,84.64,29.01,0
M035,2024-03-08T02:45:00,48.33,70.4,29.08,0
M043,2024-03-08T02:50:00,50.53,84.71,28.85,0
M046,2024-03-08T02:55:00,45.89,81.57,29.16,0
M037,2024-03-08T03:00:00,47.72,83.43,30.49,0
M017,2024-03-08T03:05:00,53.89,73.46,32.53,0
M058,2024-03-08T03:10:00,55.94,85.58,31.47,0
M007,2024-03-08T03:15:00,52.32,76.25,28.4,0
M039,2024-03-08T03:20:00,57.11,82.47,28.81,0
M055,2024-03-08T03:25:00,54.28,90.08,32.48,0
M045,2024-03-08T03:30:00,49.27,84.92,31.2,0
M040,2024-03-08T03:35:00,51.81,79.15,31.84,0
M010,2024-03-08T03:40:00,48.65,73.9,25.65,0
M034,2024-03-08T03:45:00,54.62,88.12,30.44,0
M029,2024-03-08T03:50:00,56.24,69.11,28.76,0
M007,2024-03-08T03:55:00,50.25,88.7,30.42,0
M040,2024-03-08T04:00:00,43.99,78.35,29.99,0
M012,2024-03-08T04:05:00,53.32,85.01,27.69,0
M007,2024-03-08T04:10:00,55.78,87.65,27.57,0
M017,2024-03-08T04:15:00,48.76,86.92,28.16,0
M020,2024-03-08T04:20:00,49.7,84.18,28.55,0
M028,2024-03-08T04:25:00,56.35,80.17,28.03,0
M058,2024-03-08T04:30:00,51.42,85.81,30.96,0
M027,2024-03-08T04:35:00,50.61,83.01,28.32,0
M007,2024-03-08T04:40:00,52.01,82.2,29.69,0
M001,2024-03-08T04:45:00,53.63,82.39,28.84,0
M007,2024-03-08T04:50:00,51.16,75.75,29.8,0
M046,2024-03-08T04:55:00,52.1,77.06,29.24,0
M027,2024-03-08T05:00:00,51.32,74.39,27.23,0
M046,2024-03-08T05:05:00,50.43,78.3,29.04,0
M052,2024-03-08T05:10:00,51.42,86.82,31.73,0
M018,2024-03-08T05:15:00,46.4,75.27,28.63,0
M009,2024-03-08T05:20:00,49.4,77.04,27.54,0
M046,2024-03-08T05:25:00,54.66,80.2,32.67,0
M024,2024-03-08T05:30:00,47.45,67.82,27.95,0
M057,2024-03-08T05:35:00,53.5,66.67,29.21,0
M010,2024-03-08T05:40:00,52.0,76.21,30.58,0
M048,2024-03-08T05:45:00,51.01,85.19,30.94,0
M037,2024-03-08T05:50:00,50.36,80.67,31.47,0
M026,2024-03-08T05:55:00,53.9,77.7,33.0,0
M037,2024-03-08T06:00:00,52.78,83.2,32.44,0
M009,2024-03-08T06:05:00,55.38,69.44,28.54,0
M019,2024-03-08T06:10:00,51.52,79.66,32.23,0
M055,2024-03-08T06:15:00,55.2,81.2,30.93,0
M003,2024-03-08T06:20:00,52.89,80.64,30.71,0
M032,2024-03-08T06:25:00,50.35,86.96,34.13,0
M019,2024-03-08T06:30:00,49.27,75.29,28.76,0
M027,2024-03-08T06:35:00,55.63,78.18,32.23,0
M059,2024-03-08T06:40:00,49.78,80.44,30.83,0
M051,2024-03-08T06:45:00,49.55,82.12,32.6,0
M015,2024-03-08T06:50:00,46.64,78.12,27.89,0
M044,2024-03-08T06:55:00,58.92,80.65,29.13,0
M028,2024-03-08T07:00:00,49.38,77.44,28.56,0
M053,2024-03-08T07:05:00,45.27,81.67,28.72,0
M044,2024-03-08T07:10:00,57.34,86.67,28.89,0
M018,2024-03-08T07:15:00,52.48,86.89,31.62,0
M026,2024-03-08T07:20:00,53.75,73.73,30.26,0
M020,2024-03-08T07:25:00,52.06,76.23,29.36,0
M020,2024-03-08T07:30:00,48.58,77.39,30.53,0
M014,2024-03-08T07:35:00,57.12,81.6,29.07,0
M016,2024-03-08T07:40:00,51.11,77.6,32.06,0
M032,2024-03-08T07:45:00,52.2,70.94,31.32,0
M051,2024-03-08T07:50:00,53.26,77.87,31.89,0
M028,2024-03-08T07:55:00,55.52,76.67,30.19,0
M021,2024-03-08T08:00:00,53.71,78.79,29.69,0
M013,2024-03-08T08:05:00,50.84,77.62,29.36,0
M052,2024-03-08T08:10:00,54.64,75.37,30.7,0
M021,2024-03-08T08:15:00,55.33,90.44,26.51,0
M024,2024-03-08T08:20:00,55.87,87.06,27.97,0
M004,2024-03-08T08:25:00,49.1,82.59,30.05,0
M001,2024-03-08T08:30:00,46.51,78.08,29.87,0
M003,2024-03-08T08:35:00,49.04,75.54,29.99,0
M007,2024-03-08T08:40:00,50.8,85.51,32.42,0
M054,2024-03-08T08:45:00,48.05,88.82,30.96,0
M021,2024-03-08T08:50:00,52.52,74.94,28.29,0
M000,2024-03-08T08:55:00,46.79,86.44,31.81,0
M014,2024-03-08T09:00:00,51.7,75.03,30.43,0
M037,2024-03-08T09:05:00,55.19,75.93,31.49,0
M052,2024-03-08T09:10:00,50.96,84.16,29.5,0
M039,2024-03-08T09:15:00,50.85,82.39,28.38,0
M059,2024-03-08T09:20:00,54.84,81.94,32.69,0
M036,2024-03-08T09:25:00,55.35,83.1,30.44,0
M041,2024-03-08T09:30:00,54.11,72.44,34.44,0
M033,2024-03-08T09:35:00,53.55,75.58,27.24,0
M048,2024-03-08T09:40:00,51.99,76.38,30.73,0
M018,2024-03-08T09:45:00,51.69,86.49,31.95,0
M022,2024-03-08T09:50:00,54.8,73.12,28.8,0
M014,2024-03-08T09:55:00,50.06,81.61,30.09,0
M005,2024-03-08T10:00:00,50.8,82.78,27.37,0
M053,2024-03-08T10:05:00,52.55,83.68,31.9,0
M012,2024-03-08T10:10:00,49.26,79.72,28.18,0
M032,2024-03-08T10:15:00,53.17,75.65,31.38,0
M023,2024-03-08T10:20:00,53.93,76.86,26.88,0
M029,2024-03-08T10:25:00,53.57,82.06,29.91,0
M016,2024-03-08T10:30:00,56.14,80.89,28.3,0
M004,2024-03-08T10:35:00,50.76,77.22,26.91,0
M039,2024-03-08T10:40:00,50.37,86.8,32.19,0
M055,2024-03-08T10:45:00,50.66,80.39,29.46,0
M033,2024-03-08T10:50:00,55.33,82.9,31.11,0
M053,2024-03-08T10:55:00,49.16,72.87,29.33,0
M013,2024-03-08T11:00:00,47.79,82.75,32.45,0
M015,2024-03-08T11:05:00,57.59,76.52,31.59,0
M015,2024-03-08T11:10:00,52.43,83.04,30.68,0
M006,2024-03-08T11:15:00,53.26,73.81,28.7,0
M009,2024-03-08T11:20:00,55.63,75.6,30.37,0
M018,2024-03-08T11:25:00,56.52,82.73,30.15,0
M058,2024-03-08T11:30:00,56.62,78.2,25.6,0
M035,2024-03-08T11:35:00,55.82,83.06,28.92,0
M016,2024-03-08T11:40:00,44.8,76.77,28.82,0
M049,2024-03-08T11:45:00,56.54,82.63,30.7,0
M035,2024-03-08T11:50:00,56.89,81.96,27.45,0
M020,2024-03-08T11:55:00,53.68,74.26,30.48,0
M040,2024-03-08T12:00:00,50.58,80.89,33.8,0
M036,2024-03-08T12:05:00,53.12,82.45,29.61,0
M047,2024-03-08T12:10:00,56.81,82.0,29.25,0
M008,2024-03-08T12:15:00,50.91,74.23,29.5,0
M041,2024-03-08T12:20:00,55.85,81.66,30.07,0
M015,2024-03-08T12:25:00,55.37,74.41,29.17,0
M049,2024-03-08T12:30:00,48.18,81.34,28.07,0
M023,2024-03-08T12:35:00,52.44,78.92,28.69,0
M002,2024-03-08T12:40:00,51.48,93.25,28.89,0
M037,2024-03-08T12:45:00,48.22,85.16,29.94,0
M040,2024-03-08T12:50:00,51.92,81.15,31.51,0
M049,2024-03-08T12:55:00,49.69,81.63,31.56,0
M024,2024-03-08T13:00:00,55.09,73.69,26.79,0
M033,2024-03-08T13:05:00,55.1,73.98,30.34,0
M031,2024-03-08T13:10:00,44.78,72.97,28.15,0
M044,2024-03-08T13:15:00,50.77,77.85,30.08,0
M021,2024-03-08T13:20:00,50.56,74.54,28.3,0
M053,2024-03-08T13:25:00,48.93,90.67,30.95,0
M058,2024-03-08T13:30:00,55.17,71.81,30.66,0
M020,2024-03-08T13:35:00,55.4,72.67,27.78,0
M048,2024-03-08T13:40:00,55.27,81.13,27.34,0
M059,2024-03-08T13:45:00,51.15,79.51,29.37,0
M024,2024-03-08T13:50:00,49.64,73.89,28.29,0
M044,2024-03-08T13:55:00,59.01,87.74,31.44,0
M054,2024-03-08T14:00:00,50.32,76.83,29.68,0
M011,2024-03-08T14:05:00,52.12,71.14,30.72,0
M031,2024-03-08T14:10:00,55.58,75.74,26.17,0
M057,2024-03-08T14:15:00,48.77,78.41,30.38,0
M038,2024-03-08T14:20:00,52.93,82.06,27.76,0
M007,2024-03-08T14:25:00,54.92,83.74,30.82,0
M014,2024-03-08T14:30:00,53.32,74.85,31.74,0
M009,2024-03-08T14:35:00,54.04,76.8,31.88,0
M000,2024-03-08T14:40:00,47.21,74.19,27.0,0
M017,2024-03-08T14:45:00,49.98,78.85,27.55,0
M059,2024-03-08T14:50:00,54.52,73.38,31.84,0
M029,2024-03-08T14:55:00,52.86,78.99,29.66,0
M003,2024-03-08T15:00:00,51.22,76.86,30.2,0
M055,2024-03-08T15:05:00,52.21,79.96,30.73,0
M036,2024-03-08T15:10:00,50.64,82.92,31.85,0
M040,2024-03-08T15:15:00,52.77,84.67,31.12,0
M050,2024-03-08T15:20:00,53.25,83.77,31.43,0
M006,2024-03-08T15:25:00,56.16,81.29,30.24,0
M045,2024-03-08T15:30:00,53.42,75.67,30.34,0
M021,2024-03-08T15:35:00,49.0,91.16,30.68,0
M050,2024-03-08T15:40:00,53.31,79.12,29.17,0
M002,2024-03-08T15:45:00,55.97,89.6,32.58,0
M013,2024-03-08T15:50:00,57.01,77.23,29.99,0
M047,2024-03-08T15:55:00,49.02,84.97,27.32,0
M021,2024-03-08T16:00:00,53.02,85.51,31.63,0
M047,2024-03-08T16:05:00,56.68,84.13,30.23,0
M010,2024-03-08T16:10:00,53.01,76.59,29.45,0
M018,2024-03-08T16:15:00,54.47,80.94,31.12,0
M001,2024-03-08T16:20:00,57.84,86.89,32.08,0
M037,2024-03-08T16:25:00,56.96,81.69,29.91,0
M050,2024-03-08T16:30:00,54.99,71.46,27.64,0
M015,2024-03-08T16:35:00,56.59,74.28,29.93,0
M035,2024-03-08T16:40:00,56.11,77.44,26.71,0
M017,2024-03-08T16:45:00,56.12,80.14,33.23,0
M024,2024-03-08T16:50:00,50.64,78.26,30.07,0
M044,2024-03-08T16:55:00,52.82,79.65,30.3,0
M053,2024-03-08T17:00:00,56.08,83.33,28.68,0
M044,2024-03-08T17:05:00,51.69,79.38,29.89,0
M041,2024-03-08T17:10:00,55.41,72.77,29.57,0
M024,2024-03-08T17:15:00,51.9,79.46,27.7,0
M036,2024-03-08T17:20:00,51.09,75.05,30.8,0
M048,2024-03-08T17:25:00,57.04,82.73,25.77,0
M032,2024-03-08T17:30:00,54.45,73.0,29.67,0
M033,2024-03-08T17:35:00,49.63,80.65,30.14,0
M035,2024-03-08T17:40:00,50.08,85.65,30.64,0
M024,2024-03-08T17:45:00,54.04,85.55,30.35,0
M036,2024-03-08T17:50:00,58.28,80.51,29.03,0
M008,2024-03-08T17:55:00,53.28,87.19,29.25,0
M053,2024-03-08T18:00:00,51.76,79.06,29.68,0
M001,2024-03-08T18:05:00,52.87,83.99,28.7,0
M014,2024-03-08T18:10:00,53.17,83.83,33.83,0
M015,2024-03-08T18:15:00,55.4,83.66,29.9,0
M020,2024-03-08T18:20:00,56.6,79.55,28.88,0
M051,2024-03-08T18:25:00,52.78,77.3,35.35,0
M041,2024-03-08T18:30:00,51.08,76.36,27.78,0
M004,2024-03-08T18:35:00,56.95,73.98,29.42,0
M014,2024-03-08T18:40:00,53.14,81.89,30.89,0
M059,2024-03-08T18:45:00,53.17,86.18,28.06,0
M028,2024-03-08T18:50:00,56.84,80.27,26.91,0
M050,2024-03-08T18:55:00,55.84,75.0,33.05,0
M024,2024-03-08T19:00:00,51.48,85.62,30.72,0
M011,2024-03-08T19:05:00,55.25,76.47,30.04,0
M012,2024-03-08T19:10:00,55.59,72.46,28.4,0
M047,2024-03-08T19:15:00,49.09,80.59,29.56,0
M032,2024-03-08T19:20:00,55.86,77.11,29.94,0
M024,2024-03-08T19:25:00,58.89,85.08,31.46,0
M006,2024-03-08T19:30:00,49.02,87.42,26.46,0
M028,2024-03-08T19:35:00,46.63,80.67,30.39,0
M038,2024-03-08T19:40:00,53.85,84.58,32.56,0
M048,2024-03-08T19:45:00,49.3,90.63,27.79,0
M035,2024-03-08T19:50:00,54.91,74.2,30.96,0
M014,2024-03-08T19:55:00,51.1,82.11,31.56,0
M021,2024-03-08T20:00:00,49.98,75.26,28.08,0
M005,2024-03-08T20:05:00,48.3,80.16,30.93,0
M031,2024-03-08T20:10:00,44.61,72.96,26.57,0
M015,2024-03-08T20:15:00,53.2,76.2,29.79,0
M033,2024-03-08T20:20:00,45.91,78.68,31.54,0
M052,2024-03-08T20:25:00,52.59,77.82,30.98,0
M014,2024-03-08T20:30:00,51.94,81.48,28.34,0
M056,2024-03-08T20:35:00,42.22,84.15,28.48,0
M026,2024-03-08T20:40:00,47.67,85.03,30.35,0
M058,2024-03-08T20:45:00,48.32,77.33,31.0,0
M028,2024-03-08T20:50:00,49.0,74.65,34.56,0
M023,2024-03-08T20:55:00,54.36,76.38,28.4,0
M032,2024-03-08T21:00:00,52.84,78.61,30.05,0
M000,2024-03-08T21:05:00,49.29,78.47,30.72,0
M021,2024-03-08T21:10:00,46.49,84.5,29.28,0
M027,2024-03-08T21:15:00,48.54,84.5,29.21,0
M012,2024-03-08T21:20:00,49.86,80.74,31.2,0
M034,2024-03-08T21:25:00,54.44,75.6,27.95,0
M012,2024-03-08T21:30:00,50.37,75.94,31.0,0
M032,2024-03-08T21:35:00,54.38,83.62,28.96,0
M013,2024-03-08T21:40:00,50.76,80.21,26.5,0
M046,2024-03-08T21:45:00,56.63,70.1,24.87,0
M016,2024-03-08T21:50:00,51.6,76.2,32.17,0
M017,2024-03-08T21:55:00,54.51,80.86,28.81,0
M036,2024-03-08T22:00:00,50.75,84.1,28.32,0
M032,2024-03-08T22:05:00,47.23,89.61,28.95,0
M037,2024-03-08T22:10:00,52.87,74.72,30.13,0
M049,2024-03-08T22:15:00,49.94,81.25,27.6,0
M035,2024-03-08T22:20:00,52.8,72.74,27.96,0
M048,2024-03-08T22:25:00,47.93,77.26,31.52,0
M012,2024-03-08T22:30:00,54.8,78.57,32.76,0
M027,2024-03-08T22:35:00,52.04,70.42,27.67,0
M007,2024-03-08T22:40:00,50.05,80.46,30.24,0
M038,2024-03-08T22:45:00,53.8,90.19,27.9,0
M043,2024-03-08T22:50:00,52.2,85.42,32.22,0
M034,2024-03-08T22:55:00,47.36,85.23,31.48,0
M014,2024-03-08T23:00:00,47.82,79.75,31.22,0
M023,2024-03-08T23:05:00,48.66,83.3,28.86,0
M034,2024-03-08T23:10:00,44.43,80.69,32.51,0
M024,2024-03-08T23:15:00,51.87,82.98,31.15,0
M013,2024-03-08T23:20:00,53.01,88.1,27.55,0
M019,2024-03-08T23:25:00,50.38,84.37,27.51,0
M035,2024-03-08T23:30:00,50.6,71.85,30.18,0
M019,2024-03-08T23:35:00,52.52,73.79,33.16,0
M035,2024-03-08T23:40:00,46.8,69.61,31.98,0
M058,2024-03-08T23:45:00,50.24,89.07,29.89,0
M010,2024-03-08T23:50:00,55.3,81.61,27.53,0
M033,2024-03-08T23:55:00,54.75,82.22,30.66,0
M027,2024-03-09T00:00:00,52.72,65.21,27.17,0
M056,2024-03-09T00:05:00,49.64,74.9,29.65,0
M003,2024-03-09T00:10:00,47.55,68.4,25.85,0
M052,2024-03-09T00:15:00,51.16,81.85,28.6,0
M043,2024-03-09T00:20:00,49.83,68.89,30.27,0
M007,2024-03-09T00:25:00,46.08,79.9,29.43,0
M016,2024-03-09T00:30:00,55.25,80.21,28.46,0
M031,2024-03-09T00:35:00,56.03,71.09,28.25,0
M056,2024-03-09T00:40:00,49.79,79.84,31.91,0
M017,2024-03-09T00:45:00,57.32,83.52,29.99,0
M053,2024-03-09T00:50:00,54.33,83.13,27.29,0
M004,2024-03-09T00:55:00,54.97,78.27,29.14,0
M020,2024-03-09T01:00:00,56.1,78.48,32.09,0
M032,2024-03-09T01:05:00,50.98,87.09,32.4,0
M008,2024-03-09T01:10:00,50.43,72.34,27.83,0
M027,2024-03-09T01:15:00,50.33,78.36,31.62,0
M019,2024-03-09T01:20:00,49.29,85.71,28.8,0
M042,2024-03-09T01:25:00,52.18,72.8,30.71,0
M006,2024-03-09T01:30:00,50.55,72.81,31.6,0
M017,2024-03-09T01:35:00,48.99,75.75,28.94,0
